"","logFC","logCPM","F","PValue","FDR"
"EIF4ENIF1",0.02218394534406,4.20802222394606,0.0277068640921755,0.869357260758165,0.972409343332454
"NSD2",0.0326819429771386,3.44705079930333,0.0276543340528295,0.869479973318282,0.972409343332454
"PRXL2C",-0.0334519126742279,2.27886804814474,0.0276080535811943,0.869588186006788,0.972409343332454
"METTL1",0.0196095317659572,4.10598008545789,0.0276073733127902,0.869589777301454,0.972409343332454
"CTSD",-0.0231014933654719,11.4134330657145,0.0276068511355056,0.869590998800543,0.972409343332454
"RPSAP54",0.0524698973822019,0.0359825271890072,0.0275584279114508,0.869704324145454,0.972440174284906
"SHPK",0.0489162044359366,2.40484960012498,0.0274843620502549,0.869877859542222,0.972440174284906
"RAF1",-0.0333238461779542,6.08076798317546,0.0274623672175356,0.869929439474316,0.972440174284906
"REXO2",0.0124050764437639,8.18368168374249,0.0274580947040488,0.869939461380888,0.972440174284906
"COL6A2",0.085391819999628,10.8213355988673,0.0274472070720431,0.869965003799165,0.972440174284906
"EPHX2",0.0533920550105785,0.500761608620928,0.0274102493592355,0.870051745598342,0.972459683799692
"TOMM40L",-0.0220895302176101,3.52840841423187,0.0273631813108131,0.870162304049107,0.972505808037045
"ZCCHC14",-0.0250419768405351,3.02978734638913,0.0272681632241044,0.870385791073073,0.972635047089288
"MRPS36",0.0248650113507315,2.24102912472375,0.0272551016750627,0.870416543743602,0.972635047089288
"STBD1",0.0507701513847783,0.520831021414945,0.0271906691402849,0.870568357486334,0.972665336522005
"DAG1",0.0211363114586356,5.93778470546989,0.0271847744429328,0.870582255603094,0.972665336522005
"GREM2",0.0463227676948137,6.09189807777907,0.0271218011543007,0.870730826554379,0.972753892437372
"EFCAB8",-0.0626259374569628,-0.22796173042124,0.0268726251084467,0.871320446399633,0.9730863181723
"LOC101929977",0.0434637728920158,0.520566981482455,0.0268719791536795,0.871321978552558,0.9730863181723
"PPP1R12A",-0.0159061667670497,7.28952349140974,0.0268679209542283,0.871331604709457,0.9730863181723
"PRKRA",-0.0208080503785272,4.6293476322043,0.0268419387964022,0.871393252796506,0.9730863181723
"STUB1",0.0901841840149425,4.49881404495437,0.0268201734113363,0.871444919325463,0.9730863181723
"LOC101928362",-0.146373520811582,-0.5167022506888,0.0268048506506601,0.871481305322967,0.9730863181723
"SUMO2",-0.019420441030111,6.511203607722,0.0267525460819167,0.871605590299947,0.9730863181723
"DHX37",-0.0288851557361542,3.54823275158161,0.0267018968359797,0.87172606101862,0.9730863181723
"EPB41L4A",0.0379307125861477,0.975817942226675,0.0266685070392032,0.871805543874213,0.9730863181723
"RGS17",-0.0656999587855283,-0.227598373468826,0.0266666266193469,0.871810021646935,0.9730863181723
"EEF1D",0.0340962005137158,0.944701418513928,0.0265929688748572,0.871985547896877,0.9730863181723
"TMED10",-0.0167129980269189,9.43779703041939,0.0265804143784458,0.872015490146149,0.9730863181723
"PDPR2P",-0.0439022986344893,0.863643840127335,0.0265207596618678,0.872157864989246,0.9730863181723
"CDC42BPA",0.0173007493879606,5.11621430001763,0.0265177650271299,0.87216501646572,0.9730863181723
"GAB3",0.0971203169102154,0.111335828502267,0.0264187530768517,0.872401700668711,0.9730863181723
"VPS29",-0.0159987430279748,6.72776986370311,0.026369764154568,0.872518975319495,0.9730863181723
"RPL21P120",0.044829456514058,2.05397020896507,0.0263495808983703,0.872567324602194,0.9730863181723
"NTN4",-0.0450041855997452,6.92232117801612,0.0263246638456663,0.872627040015207,0.9730863181723
"MTARC2",-0.0694255873452022,0.790746460702012,0.0263081208594973,0.872666702448904,0.9730863181723
"N4BP2",0.0721799788668509,0.764678912519271,0.0263013474505026,0.872682945649665,0.9730863181723
"NBPF8",0.0355443275802657,2.03946786312979,0.0263012460088811,0.872683188931483,0.9730863181723
"CTU2",-0.0196043150147314,4.11181555755536,0.0262925827778737,0.872703967256957,0.9730863181723
"TMEM230P2",-0.0428367016316865,-0.319349979485243,0.0262852957512684,0.87272144754881,0.9730863181723
"FTH1P23",0.0861520291234317,-0.0435462926168299,0.0262725104281995,0.872752123301366,0.9730863181723
"CLYBL",0.0600247946922356,-0.553481297893798,0.0262685162435644,0.87276170809782,0.9730863181723
"VPS33A",-0.0151479272033175,5.07165492621029,0.0261599790315488,0.873022450707661,0.973105500384413
"ZNF12",-0.0265889058322294,3.40937946513458,0.0261157648184767,0.873128827274744,0.973105500384413
"SMIM20",0.0175671595770412,4.46302741181306,0.0261100041603417,0.873142693859031,0.973105500384413
"HGSNAT",0.0260689680997872,5.36268243590163,0.0260787392601345,0.873217979588467,0.973105500384413
"MIR1915HG",0.0879447002011334,-0.258786786853404,0.0260591748609901,0.873265114151026,0.973105500384413
"SLC25A39",0.0433282152232427,6.69218106955066,0.0260480961333007,0.873291813089127,0.973105500384413
"ZNF487",-0.0445308358740646,0.692308110202077,0.0259896764397517,0.873432696917569,0.973105500384413
"SDHAF4",0.0241391988930259,2.92737758619907,0.0259002963847243,0.87364855930912,0.973105500384413
"LOC107984567",-0.100240506645467,-0.7183983283354,0.0258700441641073,0.873721708288083,0.973105500384413
"LOC101929594",0.120997018673947,-0.381036704905448,0.0258461032302188,0.87377962790345,0.973105500384413
"NME2P1",-0.0256686942878956,0.91357028120905,0.0258278705296912,0.873823756235667,0.973105500384413
"LOC105374811",0.0782234106607435,-0.0355695490077252,0.0258173894569784,0.873849130660081,0.973105500384413
"FICD",0.0124298218294306,6.02551362035938,0.025804179817854,0.873881118413654,0.973105500384413
"ARPC3",-0.0154679184275794,8.23308767553324,0.0257983639105493,0.873895204568783,0.973105500384413
"SAYSD1",-0.0350733393229305,3.83591057977989,0.025698920833249,0.874136308941866,0.973105500384413
"TMUB2",0.0179616255571946,6.31566765349117,0.0256519818817436,0.874250281027151,0.973105500384413
"MRTFA",-0.0343385083894922,3.56603214617322,0.0256035569983002,0.874367973356894,0.973105500384413
"FBXO2",0.0679775289346423,0.782892899252733,0.0255734734967638,0.874441146161383,0.973105500384413
"CSTF3",-0.0180549174285236,5.24444802917,0.0255569449703906,0.87448136769225,0.973105500384413
"MBLAC1",-0.0980324468575147,-0.00887621405432817,0.0254796012890435,0.874669758240813,0.973105500384413
"SMAD5",-0.0193592937984732,5.43303661742965,0.0254550463980798,0.874729629406993,0.973105500384413
"GORASP1",-0.0287983760066126,5.61902365984335,0.0254435583111574,0.874757650509302,0.973105500384413
"RNASEH2B",-0.0296007184222376,3.25200359634174,0.0254431746755345,0.874758586364008,0.973105500384413
"CDCA5",0.0374541412991823,2.24297990023914,0.0254319042134473,0.874786083172315,0.973105500384413
"LOC107984974",-0.0381053954509479,1.5826397372169,0.0254069339277204,0.874847026047363,0.973105500384413
"GPR89B",-0.0216204553004767,1.80102256243318,0.0254006029754691,0.874862482354625,0.973105500384413
"ORC3",-0.0169686924739497,5.37869766346555,0.0253947507310043,0.874876771709532,0.973105500384413
"CYP4V2",-0.0326024375247354,3.68312149704724,0.0253887020184008,0.874891542554714,0.973105500384413
"EXOSC8",-0.0163716403437144,3.83166890256601,0.0253458329950513,0.874996279727473,0.973105500384413
"ZDHHC16",-0.0636732161211814,5.4222822261928,0.0253363362033128,0.875019494494093,0.973105500384413
"ZFY",-0.0227359815542955,3.02039240474634,0.0253074577862813,0.875090114807973,0.973105500384413
"PWWP3A",-0.0340982018834014,4.84950939674602,0.0253006582597778,0.87510674862786,0.973105500384413
"ERAP1",-0.0179290609227276,4.16037310802125,0.0252915862262505,0.875128945300859,0.973105500384413
"KIFC3",0.0604115116062379,4.51263273251918,0.0252885906799987,0.875136275443681,0.973105500384413
"ABCB9",0.0390678472381722,3.80775939032659,0.0252442227766546,0.875244896535495,0.973149181880352
"ATG13",0.0145398706484009,6.38913638719179,0.0251830642609805,0.875394784978072,0.973238736309192
"PLS3-AS1",0.0650266966781973,0.0691285471845531,0.0251524373975434,0.875469916068226,0.973245170060797
"CYTOR",-0.0185602304528227,6.49090632058041,0.0251096061081869,0.875575064742976,0.97328497019386
"ZNF559",-0.0234375975675854,3.12016951527243,0.0250114491186544,0.875816382914951,0.973353024473543
"UNC119",-0.0667486907907895,4.37716677720245,0.0249859601834596,0.875879126694784,0.973353024473543
"ANTKMT",-0.0772145861204708,2.12252296411968,0.0249033288398104,0.876082758823628,0.973353024473543
"KBTBD3",-0.0374448678868027,1.83203459036345,0.0248846315037106,0.876128883578217,0.973353024473543
"MRPL15",0.0136086558025728,5.75839810453611,0.024857505897924,0.876195831782866,0.973353024473543
"ZMYND11",0.0139385188292303,5.33230501776008,0.02482163627872,0.876284418497358,0.973353024473543
"ZBTB5",-0.0392239241220998,1.55290191758797,0.0247953607292971,0.876349352545832,0.973353024473543
"ZNF23",0.0243834308027046,3.77348531089562,0.0247917076253061,0.876358383156376,0.973353024473543
"ZNF680",-0.0364864557529128,1.96573702844179,0.0247865950498546,0.876371022781481,0.973353024473543
"AGK",-0.0194551589349011,3.2581608065449,0.0247738541478051,0.876402527447428,0.973353024473543
"SEC61A2",0.015837815244169,4.0609343785106,0.0247719690230264,0.876407189536357,0.973353024473543
"FSIP1",-0.0424871335778332,0.784294097247621,0.0247471812414249,0.876468508963067,0.973353024473543
"HYAL2",-0.0521533355357072,5.99674096894996,0.0246842997594588,0.876624205158317,0.973405888744809
"PLA2G12A",-0.052837282140049,4.47727831780368,0.0246546566485647,0.876697672829524,0.973405888744809
"COX7BP2",-0.0541995300335384,-0.701125565596886,0.0246067911747549,0.876816398622892,0.973405888744809
"IGFBPL1",-0.0492022265907017,-0.701121163544479,0.02458025295899,0.876882275206928,0.973405888744809
"U2AF1",0.0281462910383123,0.19157715331784,0.02457073092516,0.876905920919373,0.973405888744809
"HDGFL2",0.071944352453736,4.65243588568579,0.0245259355858403,0.877017222627182,0.973405888744809
"HNRNPH3",0.0150966166015778,5.7960166406535,0.0245044279732077,0.877070699024303,0.973405888744809
"LOC107985780",0.178974987188078,-0.526079238125136,0.0245035522893627,0.87707287682913,0.973405888744809
"LOC107986431",0.0739520400155747,-0.606191700393411,0.0244611916653716,0.8771782743933,0.973405888744809
"ST3GAL3",0.0422574624783021,3.36432847862812,0.0244485817123502,0.87720966732058,0.973405888744809
"SOCS4",-0.0212369588629185,4.29582183320422,0.0243574968338018,0.877436673382741,0.973451070517791
"CRELD2",0.0650272623104935,5.43486921867337,0.0243555846710161,0.87744144362628,0.973451070517791
"TCTN2",0.0266192153547282,2.53217006571619,0.0243487640460913,0.877458460500219,0.973451070517791
"NR2F6",-0.0438564968799222,2.62736383088402,0.0242964282766185,0.877589115162763,0.973482606405257
"STK11",-0.084008964730065,2.62629630229911,0.0242431435897791,0.877722287094306,0.973482606405257
"ERAL1",0.0135209849154709,6.17084899482967,0.024243140627789,0.877722294501239,0.973482606405257
"TIAM1",0.0355243438195023,2.43247457337339,0.0241976764165004,0.877836039778663,0.973482606405257
"ADGRG6",0.0675320912292221,1.24258963989504,0.0241777015123626,0.877886048914425,0.973482606405257
"ASAP1-IT2",0.114436974289565,-0.2951142822572,0.0241709115684125,0.877903053029664,0.973482606405257
"SPNS1",-0.0556164733186074,6.88118065553479,0.0239681905067496,0.878411861693708,0.973969859288291
"COMMD5",-0.0170292310255786,5.6595471492092,0.0239365371985822,0.878491506999443,0.973975611272634
"CLEC1B",-0.143772877576259,-0.601016275370536,0.0239109843998396,0.878555841732209,0.973975611272634
"ND3",-0.0229259768705878,5.15221921822955,0.0238690581710378,0.878661476521468,0.974015782558945
"GARNL3",0.0668706065296735,-0.342755146660184,0.0237987602596753,0.87883880849009,0.97413541914061
"RPS6KA2",0.0327729987942992,5.84486440526538,0.023660394563895,0.879188632582832,0.974314473283658
"TMPRSS7",-0.0648587577496086,-0.478549046166148,0.023637531812763,0.879246536316401,0.974314473283658
"EIPR1",-0.0161808531194505,5.21235258983417,0.0236105543450176,0.879314898175113,0.974314473283658
"KDM5D",-0.019639094928361,4.70936989561152,0.0235913029939377,0.879363706252408,0.974314473283658
"KDM3A",-0.0355637497862955,4.41718768294496,0.0235790378693437,0.879394812745959,0.974314473283658
"AKAP8",-0.0199043118284527,4.6946056263534,0.0235703434346659,0.879416868368891,0.974314473283658
"HSPA5",-0.0203179450180011,11.8899789146658,0.0234596733928654,0.87969797580735,0.974413468927278
"CYCS",-0.0273606018956084,6.68983157297902,0.0234343424554028,0.879762413136036,0.974413468927278
"TMEM60",0.018393726197115,4.98074048166016,0.0234302618784391,0.879772796722821,0.974413468927278
"MOGS",-0.0504727272351794,6.64204976964089,0.0234258865105654,0.879783931474632,0.974413468927278
"AMDHD2",0.0492229518463717,4.2301422118656,0.0233345467691333,0.880016623151677,0.974594279644423
"DESI1",0.0347555275207254,5.42973573564238,0.0232245364872966,0.880297498972256,0.97479520693588
"BAZ1B",0.0207317319625563,4.76725178153785,0.0231470844077266,0.880495656856211,0.97479520693588
"LOC105375440",-0.0955845239176237,-0.465945966163722,0.0231302365576558,0.880538806315002,0.97479520693588
"IRS2",-0.0247161370788126,2.87502079018951,0.0231055902360452,0.880601957642461,0.97479520693588
"EPG5",-0.0160625549199894,6.9537639063067,0.0230692200045397,0.880695212215263,0.97479520693588
"DHFR2",0.0180021081602743,3.5648976046208,0.0230635663533197,0.880709715138142,0.97479520693588
"SPRYD3",-0.0151030161443003,7.06987150032144,0.0230387606004225,0.880773369157269,0.97479520693588
"RPL13P12",0.0595627996102861,1.79009191022858,0.0230339053468787,0.880785832324836,0.97479520693588
"PDIA5",0.0213957001074032,7.13987118505094,0.0229888591957964,0.880901527499454,0.97479520693588
"ALKBH5",0.0379212452878306,5.72284966654664,0.0229801609257459,0.880923881240798,0.97479520693588
"ZC3H18",0.0406487148130321,3.81098484923619,0.0229591882028203,0.880977797001319,0.97479520693588
"LCLAT1",-0.0208227722005887,4.65581524725931,0.0229383052888041,0.88103150694561,0.97479520693588
"GFER",0.0583172164445771,1.91542962281333,0.0228090030391466,0.88136462553636,0.975086908355889
"NSFL1C",-0.00990256127896066,6.60663304696473,0.0226538761959345,0.881765553673355,0.975390238206778
"BAK1P1",0.0270892196746069,1.33453733443669,0.0226286610871791,0.88183085520444,0.975390238206778
"QKI",0.0179958184947818,4.2906445357594,0.0226223168458589,0.881847291243734,0.975390238206778
"NKAPD1",-0.0137353588271335,4.14786432974479,0.0225622025027737,0.882003146830249,0.975485749863084
"RRAGC",0.017757101328732,4.7313981920525,0.0224898521332591,0.882191008265006,0.975541947665911
