"logFC","logCPM","F","PValue","FDR"
"COL7A1",-2.61398848895994,5.07573380969376,145.63544940334,2.35469846685354e-10,1.55410098812334e-08
"SEMA3F",-2.71214120451418,3.37164461328283,55.8119961153444,4.56110700318487e-07,1.50516531105101e-05
"TMA7",1.09422665062816,6.95473485233582,52.1255282054416,7.42948256923355e-07,1.63448616523138e-05
"SLC25A20",1.0407893922527,5.88146087265949,35.4821898773631,9.84445925558744e-06,0.000162433577717193
"TCTA",0.711645439931126,7.32281412726099,32.6988232837472,1.64078706965996e-05,0.000216583893195115
"LAMB2",-1.06309706110008,9.28732322018118,30.0008772379661,2.76874649831199e-05,0.000304562114814319
"UBA7",-1.17550059683764,4.05650719630963,28.4339658787951,3.80474193761677e-05,0.00035873281126101
"P4HTM",-2.85951393316205,4.41038119966231,27.5456703489054,5.35425538770462e-05,0.000441726069485631
"IP6K2",0.8514150366664,6.11379522757215,24.7148743497513,8.47412347317005e-05,0.000621435721365804
"SLC26A6",-1.10278371609204,4.62142095838965,23.1516796033906,0.000121251852071203,0.000800262223669937
"IHO1",-1.75633130637602,2.12709786190951,17.1476723878323,0.000555280604757533,0.0033316836285452
"DAG1",-0.906985567293455,5.91983206935372,15.863155672137,0.000796772857030414,0.00438225071366728
"HYAL3",1.20458921606824,3.23851803755411,15.2243832074172,0.000958744687408391,0.00486747302838106
"PFKFB4",0.948507470737375,3.9856150089247,14.5194833678386,0.0011812513017586,0.00556875613686196
"KLHDC8B",0.641046764297039,4.85506312738536,13.2322783414938,0.00175180372547417,0.00770793639208636
"SHISA5",0.475699920518672,7.93576760967046,12.8732163137063,0.0019615581277547,0.00809142727698812
"SEMA3B",-4.37202549890021,2.46434414928681,11.6635527590445,0.00310156884946677,0.0120413849449886
"RHOA",0.263071774622917,10.1345520445837,10.0994168498749,0.00495277592127858,0.0181601783780214
"PLXNB1",-0.818317465222173,3.67148957909384,9.75280094187878,0.00560091484472158,0.0194558094606118
"RASSF1",0.397102069818519,6.04981963362225,9.37515137625341,0.00641708012186014,0.0211763644021385
"PRKAR2A",-0.587461268241474,4.66120607326952,8.40453855166553,0.00919761759739447,0.0289067981632398
"CCDC71",-1.39502768586567,0.345716046895471,7.33982978020943,0.0139098522811842,0.0406592078824552
"UCN2",-2.11857705311266,-1.15906802697908,7.29354132328258,0.0141691178984314,0.0406592078824552
"SLC38A3",-2.97433541761346,0.147321863902137,7.15262670819246,0.0149924429267909,0.0412292180486751
"NCKIPSD",-1.21740616992197,3.35195209806708,5.72515587157203,0.027213109608097,0.0718426093653762
"IP6K1",0.48061858061806,5.16256168655507,4.81017225706195,0.040937172538419,0.10391743798214
"RBM6",-0.355905812564282,5.09989840143649,4.69751874456222,0.0431183417825521,0.105400391024016
"LAMB2P1",4.50210416935971,-2.63945694832298,3.70782280568228,0.0710525664135088,0.161638277639753
"WDR6",0.299265185124339,7.10138659039108,3.6148758021523,0.0725410249127286,0.161638277639753
"IMPDH2",-0.255863827107468,6.36714911266306,3.5894104264978,0.073471944381706,0.161638277639753
"APEH",-0.255318170655878,6.73924797634157,3.15088893633816,0.091908015781337,0.195675130373169
"UQCRC1",-0.699318546608434,7.79245734021051,2.82893577945501,0.109898404720186,0.226665459735383
"GNAI2",-1.14509022350944,8.04906752983016,2.58139663322243,0.125602493516788,0.251204987033575
"ARIH2OS",0.441514238429705,1.11617777381224,2.2062396820711,0.153856797628321,0.298663195396153
"DALRD3",-1.06306182501658,3.37216217880131,2.14778664937596,0.160025229211203,0.301761860798269
"ARIH2",-0.342038543588265,5.7761179476437,2.00386184488017,0.173082291503247,0.31429714226294
"INKA1",0.366014253952083,2.90597365864144,1.97367503959257,0.176196882783769,0.31429714226294
"RBM5",-0.238321026178094,5.47683084889407,1.48222389153721,0.238331978676889,0.407671505929281
"HYAL2",-0.772322790089759,5.99959908990776,1.44832098846581,0.244455164769827,0.407671505929281
"CCDC51",0.21704924725489,4.64243427366188,1.38343774388914,0.2540435289481,0.407671505929281
"GPX1",-0.185880559718712,7.83045961573432,1.361084090089,0.257784475882733,0.407671505929281
"NDUFAF3",0.323958810599924,6.84233121709562,1.351401187511,0.259427321954997,0.407671505929281
"GMPPB",-0.554756950408015,5.2161314882815,1.27476428201837,0.273697185782499,0.40773878865621
"NAA80",0.339217647897908,2.38430388023875,1.24749946578019,0.27795613588789,0.40773878865621
"C3orf84",-1.48007197821581,-2.5123812542931,1.25593843180493,0.278003719538325,0.40773878865621
"CELSR3",-0.77566254597333,0.264598879263515,0.984683155039854,0.333515314513675,0.478521972997882
"IFRD2",-0.615812882736132,5.16789306073201,0.729785228315647,0.404228565208391,0.564302815018462
"SEMA3F-AS1",-0.730409432907642,-1.12757690181009,0.708530274755678,0.410402047286154,0.564302815018462
"PRKAR2A-AS1",0.750382036818961,-1.16060982574276,0.562631848944529,0.462389707755107,0.622810626772184
"HYAL1",0.841094813985678,-1.74220103709423,0.518591394993203,0.48122799991702,0.635220959890466
"QARS1",-0.109402618703124,6.90164776447951,0.487901196086635,0.493326600606022,0.638422659607794
"QRICH1",0.0912602621545705,5.517649058843,0.433594412868786,0.518130815674471,0.651862134550922
"USP4",0.105757827640521,5.97367148402687,0.415313803719031,0.526989225525465,0.651862134550922
"MST1",0.323371317343807,0.908242693441326,0.402548383210375,0.533341746450754,0.651862134550922
"MST1R",-0.555644350422322,-1.31216397500865,0.301529203014483,0.589321209064427,0.707185450877312
"MON1A",-0.391032991283521,3.6552229466003,0.185179438719886,0.672090027345997,0.789884964618613
"AMIGO3",0.277285861154839,0.297554168354749,0.170761509720389,0.684062290233435,0.789884964618613
"C3orf62",0.21222522241354,0.438965695369035,0.159422250701085,0.69414133254363,0.789884964618613
"BSN",-0.491654871628694,-1.56710810064814,0.141610859531576,0.710854052201596,0.795192668564497
"AMT",-0.247259318719286,0.922944484416844,0.127896401549508,0.724565048124508,0.797021552936958
"RNF123",0.0701994811656973,5.37366047403948,0.0981903476635054,0.75742604364721,0.814358692655965
"TUSC2",-0.343654730204038,4.21836011483873,0.0917508905568927,0.765450954816398,0.814358692655965
"NICN1",-0.08419679474264,2.85109307013148,0.0825510595258441,0.777342388444331,0.814358692655965
"TRAIP",-0.117067414042248,1.15174019623633,0.0705613497191652,0.793382049835449,0.818175238892806
"USP19",-0.0348356096760258,5.12488144822345,0.0264173627102662,0.872601338555916,0.886025974533699
"CDHR4",0.183739210962188,-2.69318986210381,0.0102698947786935,0.920622376274697,0.920622376274697
