"","logFC","logCPM","F","PValue","FDR"
"SLC22A23",1.84042222589287,4.29285434256912,113.897281909236,4.78374708067091e-10,3.20300948175945e-07
"ULBP1",4.33973976382652,2.6155600981014,105.887963625108,9.25725283745505e-10,3.20300948175945e-07
"SLC17A5",-1.36590248433989,6.80911754243357,82.7306222164672,8.15108920285783e-09,1.88018457612587e-06
"TMEM200A",-1.30029025410759,7.58607596943105,67.2765804952144,4.66364895643999e-08,8.06811269464119e-06
"SOD2",-2.37033121043571,6.58730740085665,63.0445705560708,7.93729902176702e-08,1.09852218461256e-05
"SOX4",-1.465154984165,4.63348105257011,48.950616406514,5.80701941467059e-07,6.69742905825341e-05
"TFAP2A",4.08955773490876,2.37263859034427,42.4478501982386,1.67676353629088e-06,0.000165760052444756
"FIG4",-1.35430995195754,4.82669336277978,39.4560464058467,2.83662606300172e-06,0.000240925506230061
"TDP2",-1.25098525025242,5.22296391964386,38.9062330541407,3.13342421397478e-06,0.000240925506230061
"SNRPC",-0.917933338572866,6.81941326695442,33.5068402429863,8.77898936459321e-06,0.00060750606402985
"EXOC2",-1.01440554562023,5.06858424587652,32.6162796888102,1.05100627166037e-05,0.000661178490899071
"GTPBP2",1.00526442539804,4.27071142694871,30.3733277588174,1.67710398022254e-05,0.000967129961928331
"SYNCRIP",-0.783294693829231,6.99154620933895,28.9394363405893,2.28651204777307e-05,0.00121712795158382
"TBX18",-2.69109637285682,2.08988430729454,27.9774724530889,2.82977111491667e-05,0.00139871543680167
"DSP",0.872713622670761,8.057210758987,25.78721418235,4.67522880766023e-05,0.00215683888993392
"FOXC1",1.7610639003597,1.85429034184068,23.937570823492,7.28493278925119e-05,0.00315073343135114
"TFAP2A-AS1",5.28383454054906,-0.588486272850481,22.9841374705797,9.22562811622458e-05,0.00375537332731024
"CCN2",1.90967232488423,10.3961526147871,22.2798630189812,0.000110224580748733,0.00423752277100685
"PSMB1",-0.721854750538323,8.12508467018749,21.9686517629753,0.000119358422364214,0.00434715938294927
"ULBP2",1.00426553220152,6.23217527637329,21.4240163354872,0.000137405193422576,0.00475421969242114
"ABRACL",-1.40235594749213,3.98038196249315,20.5962272122095,0.000170827694938579,0.00562917928083318
"TNFRSF21",3.25047239907706,4.1122652343487,20.1683007616114,0.000191525470145724,0.00602434660640185
"ETV7",1.97402321653869,2.18659548805346,19.7174985511201,0.000216346023290973,0.00650919339640666
"MRAP2",2.22400792335157,2.75889583571673,19.3863220218015,0.000236825318365179,0.00682846334619599
"THBS2",-1.71765891956278,10.1718708550173,19.0424212845124,0.000260365279828094,0.00720691094564164
"TSPYL1",-1.00632092583662,6.08611030993812,18.8809324798325,0.000272294902268324,0.00724723355268001
"MCM3",-1.05990007859925,4.47254911075506,18.5375407641437,0.00029970539666626,0.00745392190479292
"CMAHP",1.83755626198133,3.99978829599022,18.2804408538623,0.000322208823521802,0.00745392190479292
"SLC29A1",-1.51214233926179,4.86879524959899,18.0630392005447,0.000342687822914468,0.00745392190479292
"VTA1",-0.859337273876613,6.4834908907344,18.0614791659068,0.000342839841655998,0.00745392190479292
"RPF2",-0.996339475823712,5.07184008293957,18.0468649466285,0.000344267533515883,0.00745392190479292
"ORC3",-0.875312073268125,5.37869766346555,18.0425529083515,0.000344690030279441,0.00745392190479292
"HBS1L",-0.816223538774398,6.28800397126011,17.8566097435992,0.000363461433827012,0.00762167612752401
"SIM1",-6.24737144618892,-0.333157740444461,19.7947662885527,0.000378008165873305,0.00769357796424492
"H4C5",1.86528728602215,1.2327268739522,17.3649521654568,0.000418725899608062,0.00827880921510798
"C6orf132",1.98065379722481,1.29130699406137,17.170122744455,0.000443124150636814,0.00836296056870305
"TCF21",-6.28741054299386,3.47582284310373,17.1390894469392,0.000447152515956666,0.00836296056870305
"NKAPL",1.83251615627326,1.3397125443214,16.8685191468785,0.000484027702938513,0.00881439922193292
"SGK1",-0.838815357098364,7.20374197680811,16.4475453851022,0.000548213913590787,0.00972728277448269
"H1-2",-0.752761972864684,7.80376109900519,15.7002908093309,0.000686434549784773,0.0118753177112766
"H2BC12",-0.702779101300474,7.25102416787614,15.6128860975831,0.000704957472248533,0.0118983066047801
"CDKN1A",-0.667185395030843,11.169352074583,15.1455722728396,0.000813782523171432,0.0134080358579674
"TCP1",-0.638387693551471,7.68023411436473,15.0669917735405,0.000833833003604706,0.0134188939184757
"SF3B5",-0.660752772687114,7.24259054226102,14.4397682155773,0.0010147917457254,0.0159599065464085
"ECHDC1",-0.642026048960659,5.59875703842309,14.2654408696862,0.00107246100447162,0.0164920670020969
"HDAC2",-0.900008854437823,6.48357349047774,13.7528415255896,0.00126397420221823,0.0190145684333699
"ASF1A",-1.11942347090298,4.03014586154089,13.3207278323316,0.0014548256859823,0.0210877643027456
"PPIL4",-0.868476211956072,5.22616615561624,13.3041883820149,0.00146273509614421,0.0210877643027456
"GAPDHP63",-0.966551913215844,2.58521258388705,12.7471926793066,0.0017588178659553,0.0245782280576322
"AKAP12",-1.23150460195298,5.93963866074562,12.6820852205702,0.00179752909401737,0.0245782280576322
"TUBB",-0.73225728452405,5.04303853321567,12.6427804383135,0.00182135203892658,0.0245782280576322
"NRN1",10.9666978726643,2.86766616467954,12.9058822085263,0.00188178370602046,0.0245782280576322
"BCLAF1",-0.716221046079828,6.23353584345506,12.5445300872995,0.00188243654198628,0.0245782280576322
"EDN1",0.990894834184361,6.27260892236763,12.1552442690384,0.00214761930033633,0.0275213436265322
"CD109",-0.819077459471639,6.35067395229586,12.0814669188405,0.00220237482849906,0.0277098796603881
"TRAF3IP2",-0.864933083674006,4.92678249613584,11.9937362094718,0.00226949614234012,0.0280444880446315
"LOC105374894",3.96579185472626,-0.659272159075365,11.6103928204534,0.00259042422357276,0.0314486589949536
"FLOT1",1.2671620133563,-0.0494664617685302,11.3960447180342,0.00279144816054837,0.0333048642603358
"PNISR",0.807371517905994,5.73929475429294,11.3242427185696,0.00286258296280578,0.0335747018688407
"CD164",-0.713329663427945,9.13288596581418,10.8645312889687,0.00336823722416913,0.0388470026520839
"RNGTT",-1.00733402908204,4.61515759421057,10.6546189261292,0.00363125648321901,0.0404988479332991
"CDC5L",-0.612806137714804,5.84320224530713,10.61727544412,0.00368038059316567,0.0404988479332991
"TRIM38",-0.56291323937333,5.15065510545539,10.5411753545128,0.00378277313061941,0.0404988479332991
"PPIAP29",-0.728676916524357,3.0283144926991,10.5262815945132,0.00380317818213353,0.0404988479332991
"MRPL2",-0.647219447251574,4.87258520820517,10.5256235425165,0.00380408253708734,0.0404988479332991
"TRAM2-AS1",1.8433894640012,1.56870571953856,10.4139229612435,0.00396108658137245,0.0410537446676777
"VEGFA",2.43417527234605,7.20847279014595,10.4043600241126,0.0039748567814081,0.0410537446676777
"MOXD1",2.62159178681886,3.71935537235755,10.281919349463,0.00415591427555845,0.0415247342063587
"NDUFAF4",-0.701587369394465,4.75781616817129,10.2497173886005,0.00420503127301602,0.0415247342063587
"H4C11",-2.23346494752933,-0.262220227926238,10.2365601768092,0.00422528379661167,0.0415247342063587
"RNF217",1.13723312756116,2.96448083661361,10.1900981888199,0.00429766755432314,0.0415247342063587
"SCUBE3",2.52892175735724,6.97677586605091,10.115927875535,0.00441607215645822,0.0415247342063587
"MED20",-0.787799263041989,4.66580318887163,10.0997895741092,0.00444230947902541,0.0415247342063587
"TRAM2",0.889330193193285,7.82547619845578,10.0936289996137,0.00445237056773933,0.0415247342063587
"STX7",-0.620016942892716,6.15141246580802,10.0643617271067,0.00450051310040015,0.0415247342063587
"CAP2",-0.631850666579906,6.6135969425771,9.9322717538552,0.00472506174173799,0.0427820586820896
"ZNF322",-0.864557312350223,2.43234009195045,9.86730720699273,0.00484001615270799,0.0427820586820896
"TMEM14A",-0.636244648200829,6.10526624684096,9.8247539711596,0.00491698685632187,0.0427820586820896
